id	url
540	https://raw.githubusercontent.com/lipis/flag-icon-css/master/flags/4x3/nc.svg
548	https://raw.githubusercontent.com/lipis/flag-icon-css/master/flags/4x3/vu.svg
554	https://raw.githubusercontent.com/lipis/flag-icon-css/master/flags/4x3/nz.svg
558	https://raw.githubusercontent.com/lipis/flag-icon-css/master/flags/4x3/ni.svg
562	https://raw.githubusercontent.com/lipis/flag-icon-css/master/flags/4x3/ne.svg
566	https://raw.githubusercontent.com/lipis/flag-icon-css/master/flags/4x3/ng.svg
570	https://raw.githubusercontent.com/lipis/flag-icon-css/master/flags/4x3/nu.svg
574	http://upload.wikimedia.org/wikipedia/commons/4/48/Flag_of_Norfolk_Island.svg
578	https://raw.githubusercontent.com/lipis/flag-icon-css/master/flags/4x3/no.svg
580	https://raw.githubusercontent.com/lipis/flag-icon-css/master/flags/4x3/mp.svg
581	http://upload.wikimedia.org/wikipedia/commons/a/a4/Flag_of_the_United_States.svg
583	https://raw.githubusercontent.com/lipis/flag-icon-css/master/flags/4x3/fm.svg
584	https://raw.githubusercontent.com/lipis/flag-icon-css/master/flags/4x3/mh.svg
585	https://raw.githubusercontent.com/lipis/flag-icon-css/master/flags/4x3/pw.svg
586	https://raw.githubusercontent.com/lipis/flag-icon-css/master/flags/4x3/pk.svg
591	https://raw.githubusercontent.com/lipis/flag-icon-css/master/flags/4x3/pa.svg
598	https://raw.githubusercontent.com/lipis/flag-icon-css/master/flags/4x3/pg.svg
600	https://raw.githubusercontent.com/lipis/flag-icon-css/master/flags/4x3/py.svg
604	https://raw.githubusercontent.com/lipis/flag-icon-css/master/flags/4x3/pe.svg
608	https://raw.githubusercontent.com/lipis/flag-icon-css/master/flags/4x3/ph.svg
612	https://raw.githubusercontent.com/lipis/flag-icon-css/master/flags/4x3/pn.svg
616	https://raw.githubusercontent.com/lipis/flag-icon-css/master/flags/4x3/pl.svg
620	https://raw.githubusercontent.com/lipis/flag-icon-css/master/flags/4x3/pt.svg
624	https://raw.githubusercontent.com/lipis/flag-icon-css/master/flags/4x3/gw.svg
626	https://raw.githubusercontent.com/lipis/flag-icon-css/master/flags/4x3/tl.svg
630	https://raw.githubusercontent.com/lipis/flag-icon-css/master/flags/4x3/pr.svg
634	https://raw.githubusercontent.com/lipis/flag-icon-css/master/flags/4x3/qa.svg
638	https://raw.githubusercontent.com/lipis/flag-icon-css/master/flags/4x3/re.svg
642	https://raw.githubusercontent.com/lipis/flag-icon-css/master/flags/4x3/ro.svg
643	https://raw.githubusercontent.com/lipis/flag-icon-css/master/flags/4x3/ru.svg
646	https://raw.githubusercontent.com/lipis/flag-icon-css/master/flags/4x3/rw.svg
652	https://raw.githubusercontent.com/lipis/flag-icon-css/master/flags/4x3/gp.svg
654	https://raw.githubusercontent.com/lipis/flag-icon-css/master/flags/4x3/sh.svg
659	https://raw.githubusercontent.com/lipis/flag-icon-css/master/flags/4x3/kn.svg
660	https://raw.githubusercontent.com/lipis/flag-icon-css/master/flags/4x3/ai.svg
662	https://raw.githubusercontent.com/lipis/flag-icon-css/master/flags/4x3/lc.svg
663	https://raw.githubusercontent.com/lipis/flag-icon-css/master/flags/4x3/gp.svg
666	https://raw.githubusercontent.com/lipis/flag-icon-css/master/flags/4x3/pm.svg
670	https://raw.githubusercontent.com/lipis/flag-icon-css/master/flags/4x3/vc.svg
674	https://raw.githubusercontent.com/lipis/flag-icon-css/master/flags/4x3/sm.svg
678	https://raw.githubusercontent.com/lipis/flag-icon-css/master/flags/4x3/st.svg
682	https://raw.githubusercontent.com/lipis/flag-icon-css/master/flags/4x3/sa.svg
686	https://raw.githubusercontent.com/lipis/flag-icon-css/master/flags/4x3/sn.svg
688	https://raw.githubusercontent.com/lipis/flag-icon-css/master/flags/4x3/rs.svg
690	https://raw.githubusercontent.com/lipis/flag-icon-css/master/flags/4x3/sc.svg
694	https://raw.githubusercontent.com/lipis/flag-icon-css/master/flags/4x3/sl.svg
702	https://raw.githubusercontent.com/lipis/flag-icon-css/master/flags/4x3/sg.svg
